x,y,z[0],z[1],z[2],z[3],z[4],z[5],z[6],z[7],z[8],z[9],z[10],z[11],z[12],z[13],z[14],z[15],z[16],z[17],z[18],z[19],z[20],z[21],z[22],z[23],z[24],z[25],z[26],z[27],z[28],z[29],z[30],z[31],z[32],z[33],z[34],z[35],z[36],z[37],z[38],z[39],z[40],z[41],z[42],z[43],z[44],z[45],z[46],z[47],z[48],z[49]
161900000,,-69.4939,-72.517,-69.5549,-72.2528,-71.8171,-73.3576,-72.1851,-74.3456,-72.9018,-72.0176,-74.2267,-72.1607,-73.0484,-72.252,-78.6597,-74.3857,-73.1448,-71.9335,-73.6136,-72.4691,-72.9223,-72.4287,-72.0509,-72.6766,-74.0256,-73.5191,-71.9,-84.0419,-73.6576,-72.1436,-77.0165,-73.2821,-72.7258,-71.3778,-72.7079,-73.7513,-72.7916,-72.9758,-72.4796,-72.5717,-72.4022,-71.8775,-73.4709,-72.7259,-73.3441,-75.0981,-77.1093,-73.936,-72.4527,-72.5535
161904000,,-69.8308,-72.0695,-70.3466,-73.1605,-72.2268,-72.9476,-72.7713,-73.045,-73.4622,-72.411,-75.6039,-72.7569,-72.607,-71.7215,-77.7198,-74.5325,-72.4937,-72.7335,-73.2344,-73.4638,-72.9391,-73.5432,-73.1037,-72.0587,-74.6915,-72.89,-72.4218,-85.8409,-73.544,-71.6528,-76.6356,-71.9417,-72.9688,-71.7105,-72.1136,-74.0448,-73.0677,-73.6755,-71.6168,-72.9981,-72.7723,-71.7191,-73.0652,-73.918,-73.5234,-74.3329,-76.2587,-73.4316,-72.4483,-72.6188
161908000,,-69.7036,-70.5566,-70.7359,-73.2233,-72.6665,-71.8778,-71.5688,-71.9269,-73.2942,-74.288,-75.0925,-72.8385,-72.8488,-72.1992,-76.2731,-73.9439,-72.5937,-73.4645,-73.3683,-74.2039,-72.7333,-73.3243,-73.545,-72.1768,-73.8162,-72.8189,-72.9899,-84.9211,-74.872,-71.7616,-75.1247,-72.6096,-72.5789,-71.2385,-72.2346,-72.7585,-73.6659,-73.3792,-72.562,-72.8464,-71.9656,-70.989,-72.8146,-73.1069,-73.1827,-72.7327,-77.5299,-73.2848,-72.8996,-73.9044
161912000,,-68.1965,-67.9713,-68.8806,-70.7346,-70.0369,-70.2567,-70.2831,-70.3489,-70.4184,-69.7028,-73.3892,-72.1886,-71.3586,-70.7102,-74.7745,-71.9176,-70.7986,-70.606,-71.4568,-72.5475,-70.5777,-71.1485,-71.0968,-71.3344,-71.9345,-70.2427,-71.0086,-83.6296,-72.6808,-71.8835,-73.3667,-72.5254,-72.0989,-70.8386,-70.305,-69.9093,-71.0069,-70.7572,-71.6822,-71.0457,-69.7118,-69.624,-70.6456,-72.059,-70.0846,-70.7068,-76.8443,-71.6344,-71.4482,-71.3405
161916000,,-67.3989,-66.9551,-68.2185,-68.6788,-68.3586,-69.0741,-69.2332,-69.1468,-69.5217,-68.785,-72.0086,-71.0787,-69.8844,-68.9958,-74.92,-69.2463,-68.2648,-69.5856,-69.5559,-70.5411,-68.4518,-70.156,-68.9839,-70.0655,-70.8655,-68.1214,-68.9784,-82.28,-71.1844,-70.2321,-71.8651,-70.6135,-70.5842,-69.9262,-69.4149,-68.2453,-68.8331,-69.8128,-70.6719,-69.7921,-68.6773,-68.8085,-69.4265,-70.8064,-68.4423,-69.8992,-74.2934,-70.0915,-69.3745,-69.3629
161920000,,-71.584,-69.894,-70.0369,-70.7176,-71.6225,-70.3521,-71.7174,-71.0378,-71.6926,-71.2425,-74.8468,-71.9689,-71.3522,-70.8571,-78.1452,-73.2873,-71.1332,-71.4299,-71.42,-72.3306,-71.2063,-71.8661,-72.367,-72.2211,-71.3382,-71.2826,-71.5179,-85.7794,-75.1646,-71.4408,-75.3638,-73.4095,-71.4308,-73.4526,-70.9315,-70.6977,-70.9081,-71.6605,-72.2204,-72.66,-71.0346,-71.074,-71.0246,-72.7409,-72.5595,-72.302,-77.8662,-72.0327,-71.3694,-72.138
161924000,,-69.8777,-70.3303,-70.8413,-71.2165,-72.102,-71.3808,-71.8874,-70.3197,-71.1429,-71.8072,-74.286,-72.5605,-70.6406,-71.7826,-78.7053,-74.4431,-72.0858,-72.0704,-70.3959,-72.3158,-71.4147,-71.0489,-73.3205,-69.3449,-70.2399,-72.2679,-72.645,-83.604,-73.374,-71.9834,-74.9871,-72.396,-72.1101,-71.8398,-71.266,-70.3725,-70.9661,-71.7981,-70.7001,-71.3008,-70.9449,-72.3982,-71.9567,-71.1877,-72.8034,-72.225,-78.203,-72.1711,-72.1846,-72.2844
161928000,,-69.972,-70.6626,-70.0903,-71.7337,-71.3072,-71.1115,-72.3209,-71.6092,-71.5281,-71.943,-74.4896,-72.3067,-71.876,-71.9462,-78.1327,-73.1417,-73.54,-73.6245,-70.9869,-71.4293,-71.7889,-71.7448,-73.4164,-69.9827,-70.8256,-71.0634,-72.8202,-82.6632,-72.5285,-72.0334,-75.4244,-71.3693,-72.5894,-72.3853,-71.4377,-70.1455,-71.7167,-71.4068,-71.4192,-70.4587,-72.0705,-73.3657,-71.443,-70.7862,-72.0637,-72.086,-76.5198,-72.4008,-73.547,-72.256
161932000,,-69.03,-70.5536,-70.7787,-72.3963,-71.4285,-70.7878,-72.076,-73.4103,-72.7786,-72.0339,-74.3743,-72.3533,-71.2295,-72.2935,-77.0871,-73.7282,-73.7734,-74.5327,-72.2884,-71.7057,-72.7181,-72.5464,-73.7417,-72.503,-72.0338,-71.8956,-72.3493,-83.7524,-73.7927,-72.4601,-75.7891,-72.0608,-71.9927,-73.5899,-72.525,-71.524,-72.6703,-72.2318,-71.4108,-72.5882,-74.0668,-73.7536,-71.4091,-73.0463,-73.1016,-72.2545,-77.3132,-74.0515,-73.1686,-72.4518
161936000,,-69.9988,-70.8073,-70.7226,-73.7807,-71.3413,-71.1391,-73.7161,-73.6916,-72.5058,-72.916,-74.3713,-73.0815,-72.0008,-72.2209,-77.718,-72.6474,-72.6022,-73.6173,-72.5574,-73.2827,-73.5831,-72.6332,-73.501,-70.9761,-71.669,-71.7148,-72.7053,-84.4415,-74.3333,-73.0377,-75.8587,-72.8157,-72.1566,-73.4325,-71.8342,-72.713,-72.2626,-71.8914,-72.5479,-74.4945,-72.8057,-72.9398,-72.3324,-72.9564,-73.0659,-72.2412,-79.1378,-73.9308,-73.3988,-73.8487
161940000,,-70.2271,-69.2057,-71.1123,-72.3168,-71.0947,-73.1978,-73.5849,-73.6698,-74.1289,-72.8921,-74.8805,-73.1114,-72.5893,-71.624,-77.724,-71.6446,-73.2482,-72.5546,-72.8106,-72.9841,-73.1267,-73.3739,-72.7749,-72.2264,-72.586,-72.1586,-74.3599,-83.7399,-73.4487,-71.3963,-76.1431,-73.2357,-74.1271,-71.6816,-72.6301,-72.1636,-72.7715,-72.0437,-71.9743,-73.1658,-71.3911,-72.6325,-72.485,-73.1429,-73.4488,-73.299,-78.279,-72.2319,-74.2109,-72.7262
161944000,,-70.4519,-68.9794,-71.2322,-71.691,-71.9299,-72.1184,-72.2469,-73.0673,-72.7927,-72.9127,-74.9188,-72.692,-73.1422,-72.0613,-76.1986,-72.2438,-72.4376,-72.6076,-72.8795,-72.0671,-73.6959,-72.1435,-72.8529,-72.3515,-73.5337,-73.293,-73.438,-83.7878,-73.2702,-71.0957,-75.4843,-73.3667,-73.5898,-71.8115,-73.8466,-73.4246,-73.0481,-70.9894,-72.3754,-72.4952,-71.5056,-71.7411,-71.9663,-72.0732,-72.2912,-73.5004,-77.5301,-72.5004,-73.1691,-72.0407
161948000,,-69.4049,-70.6956,-71.3457,-71.5,-71.6074,-71.5875,-71.3378,-71.8831,-72.5334,-72.8671,-75.089,-74.1493,-73.8537,-71.6819,-76.1676,-72.3571,-73.0574,-72.1359,-73.0187,-71.6643,-72.6041,-72.1195,-72.5926,-71.9429,-72.7555,-73.0299,-72.2275,-84.3608,-74.5517,-71.9571,-75.8013,-72.6711,-73.3363,-71.7771,-74.049,-74.9506,-73.2446,-71.9356,-72.3424,-72.2559,-71.824,-71.8116,-71.7232,-72.5548,-73.3629,-72.1186,-78.4384,-72.6122,-71.6539,-72.516
161952000,,-69.2696,-68.8157,-72.0298,-70.8118,-72.3433,-71.2682,-71.7809,-71.5766,-71.4272,-72.1996,-74.4619,-73.6658,-72.071,-72.2007,-76.7305,-72.431,-71.7827,-71.9533,-72.6373,-71.4433,-71.0934,-72.3896,-73.4381,-71.6929,-74.1315,-72.6888,-71.181,-83.6961,-74.7462,-71.4811,-74.7496,-72.3356,-73.5286,-72.1971,-72.4801,-73.0078,-71.4395,-71.1216,-72.391,-71.1936,-70.2976,-72.3927,-72.4512,-72.0883,-71.399,-71.5663,-76.7743,-72.7887,-71.7857,-72.5198
161956000,,-69.1531,-69.1354,-70.6262,-70.6458,-71.3255,-71.5253,-71.8244,-70.9129,-69.5127,-70.7378,-73.0266,-72.1862,-71.0599,-70.9857,-77.4109,-73.0611,-70.4558,-71.0175,-70.1134,-71.5041,-69.8213,-71.0729,-72.7954,-70.2979,-73.4834,-71.8809,-72.4779,-81.5456,-73.6443,-71.6682,-74.5525,-73.0978,-72.7619,-71.8854,-70.1634,-69.6274,-69.989,-70.6495,-71.784,-70.7407,-69.7122,-72.5399,-72.9071,-69.6515,-70.8749,-70.0213,-74.8159,-71.9398,-72.0002,-72.5203
161960000,,-69.5662,-70.3301,-70.3632,-70.2752,-71.5851,-70.5953,-72.2561,-71.2873,-72.1415,-72.0147,-74.0971,-72.5204,-71.8511,-71.3139,-78.3172,-74.3563,-72.2705,-71.1975,-70.9439,-71.8464,-71.917,-71.6807,-73.0132,-70.9219,-73.2653,-71.1629,-73.6927,-83.8013,-74.0296,-73.2829,-75.289,-73.9804,-71.682,-72.1295,-70.8892,-71.7445,-71.7823,-72.0918,-72.9763,-72.1203,-70.8147,-71.2818,-73.5857,-72.2971,-72.7055,-58.5005,-76.798,-73.0572,-71.8442,-71.455
161964000,,-70.6483,-70.3339,-70.3188,-71.5008,-71.9399,-70.2383,-73.4024,-72.0415,-72.9822,-73.2564,-76.3793,-72.7952,-72.4767,-72.548,-79.3681,-74.7934,-72.0037,-72.6608,-72.0423,-72.8302,-72.6277,-72.8801,-73.33,-72.6554,-73.1562,-72.5328,-73.6915,-86.57,-74.7149,-72.1844,-75.5809,-74.1412,-72.0964,-73.193,-73.0377,-72.2546,-72.8332,-72.5823,-71.9354,-73.7929,-71.8366,-71.3572,-73.2489,-72.5232,-72.148,-51.8436,-77.8554,-73.2709,-73.9679,-72.7975
161968000,,-70.7248,-71.1029,-69.4819,-70.8326,-72.0257,-72.4906,-72.6713,-71.8177,-73.4841,-72.1028,-75.8886,-73.3146,-71.8817,-72.7373,-77.3938,-73.4279,-71.8815,-73.5057,-73.71,-72.5575,-72.3583,-72.3352,-71.4519,-72.7651,-72.6989,-72.6743,-74.3431,-85.7768,-75.5531,-73.3809,-75.5366,-73.531,-73.0261,-72.1832,-74.0488,-72.1317,-71.2464,-72.5759,-70.696,-72.4932,-72.4722,-71.8572,-72.2274,-72.0472,-72.027,-53.4485,-78.1599,-74.5745,-73.9412,-73.5341
161972000,,-68.711,-70.0062,-69.1664,-72.6961,-70.6762,-70.9937,-71.8475,-71.284,-72.4096,-70.9303,-73.5798,-73.5522,-71.0389,-71.6885,-76.6242,-72.1177,-71.076,-71.1979,-72.6865,-71.622,-71.8177,-71.0538,-69.8848,-70.4193,-71.1206,-71.2738,-72.368,-83.5633,-72.0443,-72.5626,-74.004,-72.2533,-70.018,-70.2925,-72.3237,-71.9437,-69.8279,-71.1893,-70.7182,-71.9887,-70.73,-71.6948,-70.6946,-70.8331,-72.3382,-62.226,-75.9529,-72.2483,-72.7066,-70.4763
161976000,,-66.3786,-68.097,-67.0342,-68.8966,-70.0068,-67.6205,-69.1933,-69.1994,-69.0474,-69.1803,-71.1786,-68.9632,-68.6137,-69.9975,-74.3294,-69.3199,-70.1336,-67.8918,-68.1874,-69.6992,-70.3076,-69.8021,-68.6444,-67.8428,-69.8862,-68.4037,-68.2286,-81.2605,-70.3599,-69.8721,-72.5571,-70.6539,-68.656,-67.6528,-69.3418,-69.2355,-69.5401,-68.2331,-69.3987,-69.6877,-69.0304,-70.2067,-68.4645,-68.3787,-69.3674,-68.6924,-73.828,-69.4641,-69.4394,-68.4558
161980000,,-69.8694,-69.6182,-68.7869,-70.7294,-71.3213,-70.8406,-72.7697,-70.9748,-71.0407,-71.2204,-72.3862,-71.6608,-70.5696,-70.7913,-75.5112,-70.7645,-71.487,-71.1056,-71.0755,-71.5468,-72.9961,-71.1301,-71.122,-70.7642,-71.6683,-70.9187,-70.5745,-83.0787,-72.0725,-71.5797,-75.48,-71.7482,-70.9153,-70.7945,-71.6292,-70.7526,-71.0085,-71.1928,-71.6684,-71.5894,-70.0571,-71.1959,-71.133,-70.3862,-70.7695,-71.0078,-75.5617,-70.8586,-71.0545,-71.1528
161984000,,-69.1728,-68.79,-68.566,-70.6832,-71.1116,-72.0899,-71.3555,-71.2073,-72.7691,-70.9769,-73.019,-69.5313,-70.1394,-71.1812,-76.4386,-71.731,-69.939,-72.8774,-71.0059,-71.1577,-72.5199,-71.693,-71.8191,-71.9647,-70.6722,-71.0641,-72.6485,-83.8419,-71.884,-71.724,-77.8327,-72.4041,-72.5553,-72.5454,-69.5078,-70.6876,-72.0567,-71.7017,-71.3183,-70.6642,-71.9152,-70.4639,-70.2088,-71.1508,-72.2095,-71.7949,-78.0288,-71.2936,-70.9576,-71.9519
161988000,,-68.1417,-69.0397,-68.0637,-70.4982,-71.5762,-71.674,-69.3187,-71.5191,-72.0254,-70.2901,-74.7783,-69.6756,-70.037,-71.66,-76.6108,-72.0808,-69.6863,-72.5529,-70.975,-71.5602,-72.0962,-71.018,-71.2477,-70.271,-70.2665,-70.2905,-71.9134,-84.2515,-72.8415,-70.4622,-76.6332,-72.1577,-73.0948,-72.0716,-69.4829,-71.0022,-71.8373,-71.722,-72.0488,-71.8759,-70.7301,-69.9153,-69.7772,-71.7626,-72.8211,-70.3241,-78.5886,-71.1059,-70.3626,-71.2768
161992000,,-68.5936,-69.536,-68.7668,-70.7477,-71.1781,-70.1517,-71.2273,-71.7696,-70.3633,-71.3037,-75.2221,-72.0664,-72.2673,-72.9814,-75.765,-70.9406,-73.5042,-71.1567,-72.3846,-71.5882,-71.4919,-71.7899,-71.3602,-71.5831,-71.2271,-71.3715,-72.7286,-83.9999,-73.2782,-72.0587,-74.716,-71.3015,-71.7857,-70.3071,-71.9311,-73.2469,-72.0251,-72.2752,-73.1122,-71.8632,-69.6151,-71.0143,-71.6133,-71.9179,-72.7306,-72.1404,-77.8917,-71.9697,-70.5279,-71.0498
161996000,,-67.3032,-68.9898,-69.9658,-70.5848,-71.378,-70.8975,-71.9807,-72.4242,-71.0704,-71.7793,-76.0641,-72.5087,-72.426,-73.2489,-75.2434,-71.39,-73.494,-71.4732,-71.7629,-72.2234,-71.4521,-72.3029,-71.3007,-73.4417,-72.1767,-71.5037,-72.0983,-84.0676,-72.3422,-72.9003,-74.8849,-71.816,-71.4085,-71.2824,-72.0093,-73.2297,-73.3504,-72.2771,-73.4114,-71.8671,-71.4959,-71.9886,-71.4829,-72.7434,-71.4413,-72.5247,-77.9863,-71.7094,-71.9122,-72.3602
162000000,,-68.4841,-69.9969,-70.4691,-71.9027,-72.3868,-71.9074,-72.2474,-71.8664,-73.1585,-73.3512,-75.189,-74.8083,-71.9095,-73.1019,-75.4801,-73.4808,-72.7856,-72.4862,-72.8398,-73.4136,-71.4933,-71.6893,-72.9304,-71.732,-72.3913,-71.2461,-72.5842,-84.2547,-73.8874,-73.1864,-76.1572,-72.7199,-72.3484,-73.6928,-72.3842,-72.9535,-73.6363,-71.2915,-73.3525,-73.3113,-73.187,-72.7183,-72.6488,-72.1731,-70.7924,-71.8447,-78.2099,-73.0107,-73.5664,-71.939
162004000,,-70.1842,-69.8003,-70.2438,-70.3158,-72.3471,-71.5006,-72.0948,-71.3458,-72.8697,-72.5203,-74.039,-73.7881,-71.7426,-72.3211,-74.9996,-73.816,-72.7877,-73.1341,-73.2009,-74.2322,-71.8763,-71.7992,-72.0888,-71.3181,-71.3043,-71.1197,-72.179,-84.6592,-73.7347,-72.5438,-75.7265,-72.3856,-72.2773,-70.8825,-71.5991,-72.447,-73.809,-72.2658,-72.5166,-72.3721,-71.4436,-72.9341,-71.0136,-71.2693,-71.4762,-74.3799,-78.1311,-72.6648,-72.868,-71.0666
162008000,,-71.0161,-70.5341,-71.2708,-70.6215,-71.3187,-70.9661,-72.9317,-71.8511,-72.9408,-72.0294,-63.2255,-73.3673,-72.8288,-73.0371,-65.2372,-72.6278,-73.3168,-72.8484,-72.2439,-73.4415,-72.9003,-71.5235,-73.2842,-71.7837,-72.5281,-71.1322,-71.5829,-84.1817,-72.8103,-72.0649,-75.2745,-72.4505,-72.0078,-71.6531,-71.6907,-71.6912,-72.981,-74.1247,-72.5122,-71.3027,-71.0813,-72.6157,-70.607,-73.5309,-71.926,-74.5733,-77.9557,-72.7272,-73.4213,-70.7886
162012000,,-70.2174,-70.621,-73.1871,-62.2781,-62.7367,-61.3217,-73.1771,-71.5243,-71.3049,-72.2037,-51.1972,-72.9776,-72.5003,-72.3112,-52.6683,-72.0695,-72.3999,-71.8751,-72.669,-73.3326,-73.1066,-71.4606,-71.9765,-72.0173,-72.7115,-72.4068,-72.2182,-83.5006,-71.9906,-71.9916,-75.0401,-72.9059,-73.6462,-74.332,-71.9086,-72.358,-72.0708,-71.3774,-72.4953,-71.4719,-72.6887,-71.65,-72.4384,-72.3614,-71.5768,-72.9416,-77.3624,-73.3979,-72.7524,-72.5586
162016000,,-70.439,-70.2555,-71.1397,-57.2068,-57.0164,-57.1003,-72.3587,-71.1856,-71.1966,-71.6611,-47.1977,-71.358,-73.1508,-71.2895,-50.1944,-71.6099,-72.515,-71.4711,-71.0207,-73.8017,-71.4323,-70.9118,-71.9848,-72.1186,-72.8878,-73.971,-71.4855,-83.8164,-72.2238,-73.0065,-74.644,-70.6971,-72.4953,-72.389,-72.5138,-73.0992,-71.1013,-70.2373,-72.2066,-71.8588,-71.1404,-71.9068,-71.1895,-71.0192,-70.617,-72.2934,-77.1873,-73.3043,-71.5604,-72.0496
162020000,,-70.8521,-69.9805,-69.9445,-60.8851,-59.6551,-60.8128,-71.2368,-73.0411,-71.7045,-71.7835,-51.949,-71.9209,-73.8563,-71.7206,-56.6366,-70.9819,-72.4377,-71.8629,-72.0155,-73.4897,-71.9661,-72.3009,-73.6649,-73.5025,-72.2305,-73.8328,-72.0875,-85.0388,-72.6389,-73.5822,-74.4499,-71.5516,-72.4193,-71.913,-73.0333,-74.1273,-71.8893,-71.7691,-72.9855,-72.538,-71.9749,-72.0201,-71.367,-71.3852,-71.2534,-74.314,-77.6022,-72.902,-72.4268,-71.4801
162024000,,-69.4814,-71.9004,-69.5819,-70.3519,-69.1808,-69.7752,-71.3594,-73.683,-73.7478,-72.5034,-63.7683,-73.212,-73.9007,-73.6982,-65.9445,-72.3697,-73.0793,-72.8018,-72.9255,-72.8497,-71.9519,-73.6789,-73.3342,-72.2642,-71.816,-74.2118,-72.7804,-85.2645,-71.9351,-73.9247,-74.9745,-72.6651,-72.8294,-72.577,-72.6237,-72.1767,-72.139,-74.0563,-72.5182,-73.2315,-72.6178,-72.249,-71.7896,-72.7797,-71.9128,-73.843,-77.7752,-72.0958,-72.6486,-71.2918
162028000,,-69.2141,-71.6239,-70.3175,-73.0455,-72.4412,-72.662,-72.5219,-72.4685,-73.6222,-73.1194,-74.447,-72.6993,-72.582,-73.1552,-73.9145,-72.6235,-73.097,-72.1527,-72.8479,-72.2807,-72.5299,-73.0079,-71.616,-71.4242,-72.8075,-73.2281,-73.8671,-85.2004,-72.7171,-74.1007,-76.2084,-71.5298,-71.7067,-73.3083,-72.4735,-71.1012,-72.3174,-72.9409,-72.4821,-71.6682,-72.0786,-72.7064,-72.121,-72.9637,-71.7553,-72.3654,-76.9055,-73.0253,-71.7296,-71.4156
162032000,,-70.0856,-70.216,-69.6061,-71.474,-71.4825,-72.2366,-71.0789,-71.8706,-73.0725,-72.7866,-76.4205,-72.9575,-70.6844,-71.8782,-76.5652,-72.2716,-72.286,-72.5118,-71.6023,-72.1933,-71.4587,-71.3305,-71.3908,-71.548,-74.64,-71.6144,-71.7765,-84.1005,-72.1967,-72.4722,-76.3222,-72.703,-72.0186,-71.6645,-72.3457,-70.7808,-71.4147,-71.1108,-72.7839,-71.5598,-71.7295,-72.6308,-72.3531,-73.1546,-71.4055,-71.1081,-77.5622,-71.311,-71.8063,-72.0932
162036000,,-67.5141,-66.9427,-66.3563,-69.5155,-69.7279,-70.8947,-69.1677,-69.6062,-72.3548,-72.1436,-72.9823,-68.9945,-67.7105,-67.4832,-74.468,-72.1817,-71.3896,-70.3976,-67.2884,-67.0187,-68.689,-68.4727,-71.1575,-70.3122,-71.1532,-67.4499,-68.0546,-80.7515,-70.0835,-70.858,-72.1907,-69.2169,-68.5224,-68.2651,-69.8175,-70.8433,-69.66,-67.6509,-68.274,-68.2898,-68.9997,-70.7127,-72.2467,-69.7978,-68.3834,-67.3271,-72.9588,-67.7594,-71.1616,-71.2436
162040000,,-67.7197,-67.6695,-67.294,-70.6459,-71.0826,-70.9624,-69.7677,-69.8461,-72.3093,-71.0735,-73.0485,-69.8621,-68.4913,-68.9153,-75.227,-72.3776,-71.712,-71.3764,-68.7563,-68.468,-69.881,-70.29,-71.0814,-71.9444,-71.9195,-68.5098,-69.2508,-81.4187,-71.2159,-71.4624,-73.2981,-70.218,-69.8656,-69.81,-71.1907,-71.6115,-70.3869,-68.538,-69.5969,-69.3014,-69.9725,-70.0449,-70.912,-69.7227,-69.6768,-68.9794,-74.567,-69.5041,-72.1183,-72.1144
162044000,,-68.5024,-69.4491,-67.9406,-70.8091,-71.6468,-70.6046,-70.6992,-70.5098,-71.1888,-70.0653,-73.4489,-71.4372,-71.0867,-70.3973,-76.5574,-71.2562,-71.7596,-72.9739,-70.8776,-72.5948,-70.9372,-71.9382,-71.2108,-72.5967,-71.2128,-70.6719,-72.25,-82.6607,-71.8959,-70.7495,-74.961,-71.9259,-70.509,-71.5913,-71.534,-70.838,-71.6787,-71.418,-71.8052,-72.3059,-70.3402,-69.7215,-69.6163,-70.5108,-72.2013,-71.9535,-76.4881,-72.7419,-71.494,-71.6389
162048000,,-68.1394,-67.8467,-67.3036,-69.7541,-69.9639,-69.4917,-68.8432,-70.6893,-70.4699,-68.96,-72.2182,-70.0579,-72.126,-69.3323,-73.9923,-69.893,-71.3011,-71.8543,-68.213,-71.189,-69.9355,-70.1053,-69.5524,-71.5275,-70.1618,-69.3197,-71.321,-83.3137,-69.9264,-69.3293,-73.9701,-71.7119,-68.9715,-70.3945,-69.2881,-72.0306,-71.7491,-72.6118,-69.561,-71.9092,-69.6207,-69.0537,-69.3073,-71.651,-71.443,-71.5404,-74.271,-69.6803,-69.7712,-69.0778
162052000,,-69.0712,-70.2274,-69.1171,-71.8754,-72.0402,-70.9582,-71.2536,-71.4825,-71.1542,-70.1966,-74.1584,-72.0272,-72.8026,-70.7429,-76.296,-72.9847,-72.1882,-71.4579,-69.8233,-72.1226,-71.7922,-72.0859,-71.3812,-71.9838,-72.7062,-71.8809,-72.1516,-83.9155,-72.0518,-71.061,-75.3824,-73.7397,-71.7362,-73.0968,-70.8509,-73.1692,-72.0969,-71.7901,-71.4145,-70.3216,-70.7987,-71.7622,-70.4186,-71.6106,-71.2233,-71.6612,-76.0086,-71.4759,-71.7071,-71.2964
162056000,,-69.9741,-70.1677,-71.0832,-72.2455,-72.4746,-70.4729,-72.0169,-71.5565,-71.4941,-71.7783,-74.6387,-72.8382,-73.0618,-72.316,-77.8532,-72.7201,-71.34,-71.843,-71.569,-72.9514,-72.4737,-72.2663,-71.9296,-72.3889,-73.1482,-71.3602,-72.0896,-83.7566,-73.2646,-73.4024,-76.1124,-74.1423,-72.2098,-72.8545,-73.0974,-72.8648,-72.4142,-71.7564,-72.0872,-70.6337,-71.901,-72.5004,-71.2583,-71.8079,-72.9103,-72.1018,-77.9248,-74.2916,-71.625,-71.9868
162060000,,-69.5505,-70.3367,-71.407,-72.818,-72.0629,-70.145,-71.0882,-72.1738,-71.2988,-72.3249,-74.1593,-74.574,-74.2366,-73.2498,-77.6005,-73.2483,-71.026,-72.4063,-71.8729,-74.2824,-72.2735,-72.184,-72.1871,-73.2374,-73.2675,-71.8801,-72.5566,-84.1023,-73.5012,-74.3316,-74.8111,-72.9352,-71.9181,-71.7544,-72.1496,-72.0066,-71.648,-71.2267,-72.206,-72.5576,-73.1826,-72.3049,-72.0877,-73.0666,-73.203,-72.2991,-77.0735,-74.0659,-73.3065,-72.3038
162064000,,-70.261,-71.1219,-70.6212,-72.6073,-72.3044,-71.909,-71.5183,-71.2191,-70.7702,-71.6947,-75.1338,-73.0482,-73.6703,-73.0114,-76.579,-73.5052,-72.3553,-72.8764,-73.5023,-74.0076,-71.9283,-71.7221,-72.8832,-71.5602,-72.9036,-73.043,-72.0124,-83.8634,-73.5933,-73.4666,-74.5536,-73.5763,-71.2112,-72.1256,-72.2848,-72.5205,-72.2143,-72.3748,-71.8627,-73.362,-73.657,-71.9438,-72.9441,-73.0032,-72.4933,-72.2805,-76.9245,-73.1363,-73.5464,-72.0332
162068000,,-70.365,-70.6045,-71.3702,-71.764,-71.201,-72.8228,-72.5719,-71.8621,-71.6923,-71.0698,-74.4347,-73.9281,-71.7606,-72.445,-77.0823,-72.409,-73.5822,-73.572,-72.0311,-73.79,-71.3554,-72.2802,-73.1211,-71.2285,-72.3506,-71.9197,-72.6559,-83.1291,-73.8493,-73.4006,-74.9994,-73.5179,-72.2553,-71.9881,-72.998,-71.4398,-71.695,-73.0047,-72.5562,-73.3458,-72.5857,-72.3009,-73.0702,-71.264,-72.7698,-72.2744,-76.9787,-73.9372,-72.4201,-71.7093
162072000,,-68.6179,-70.447,-71.021,-71.6756,-70.7811,-73.7757,-72.9246,-72.8252,-72.9038,-72.8099,-73.625,-72.6441,-72.3355,-70.9767,-77.921,-72.1382,-73.0787,-72.4952,-70.489,-72.1434,-72.02,-73.5514,-72.3528,-72.525,-72.0691,-71.3013,-73.7579,-82.3449,-74.5376,-73.6008,-75.3392,-72.2354,-71.3012,-71.6064,-72.9048,-70.954,-71.3167,-72.2768,-72.3518,-72.076,-73.2437,-72.3622,-73.9621,-71.3847,-73.5999,-73.7645,-77.0411,-74.3747,-72.323,-72.2068
162076000,,-69.6741,-69.586,-70.5003,-71.8947,-70.8969,-72.3019,-72.6106,-72.6521,-73.9755,-71.6498,-75.2836,-70.6737,-73.1396,-70.924,-77.3817,-72.1366,-72.1406,-72.6097,-71.3726,-72.2148,-72.3279,-71.2002,-72.5012,-73.6497,-72.4211,-72.2852,-71.2599,-83.6115,-74.4593,-73.306,-75.8787,-72.0913,-71.2149,-72.0859,-73.1655,-72.2513,-72.3125,-72.2903,-72.9887,-72.5812,-73.172,-72.2038,-72.495,-71.5604,-72.8738,-72.5762,-76.8988,-73.1068,-73.107,-71.599
162080000,,-71.3072,-70.3573,-70.6374,-71.1917,-72.2835,-71.8289,-73.0364,-73.0958,-73.576,-71.8554,-75.1174,-70.724,-72.5757,-72.6788,-76.6626,-72.5723,-70.7618,-72.4531,-72.2796,-71.5396,-72.4465,-71.595,-72.8432,-73.0705,-71.6572,-72.6226,-70.7404,-85.137,-74.8702,-72.8772,-75.9265,-72.3846,-72.5134,-74.4935,-72.5689,-73.5315,-72.1446,-72.1641,-73.0035,-72.0833,-72.1311,-70.997,-72.0089,-72.331,-72.2646,-71.8795,-77.5982,-72.0387,-72.9417,-71.6549
